type,seq,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,csi_data



CSI_DATA,99,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4511523,0,83,0,128,1,"[83,-80,4,0,-30,10,-24,7,-18,4,-12,-1,-6,-6,-2,-12,2,-18,4,-25,6,-31,6,-35,6,-37,5,-38,6,-38,6,-37,7,-34,8,-29,9,-24,11,-18,12,-13,14,-7,16,-2,17,2,19,6,21,8,21,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-11,-9,-10,-9,-10,-7,-9,-5,-7,-3,-5,0,-2,2,1,4,5,6,9,8,13,8,15,8,17,7,18,6,17,3,15,0,11,-3,6,-5,0,-6,-7,-6,-14,-5,-21,-4,-27,-2,-33,1,-36,4,-38,7]"
CSI_DATA,100,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4521645,0,83,0,128,1,"[83,-80,4,0,-11,-31,-9,-25,-6,-18,-1,-12,5,-6,11,-2,17,1,23,4,29,5,34,5,36,4,38,4,37,5,36,5,33,6,28,7,23,8,18,10,12,12,7,14,2,16,-1,18,-5,20,-8,21,-10,22,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,9,-9,8,-10,7,-9,4,-9,2,-7,0,-5,-3,-2,-5,1,-8,5,-9,9,-10,13,-10,16,-9,18,-7,18,-4,18,-2,15,1,11,4,6,5,0,5,-7,5,-14,4,-21,1,-27,-2,-33,-5,-36,-8,-38]"
CSI_DATA,101,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4531391,0,83,0,128,1,"[83,-80,4,0,-31,6,-25,5,-18,3,-12,-1,-6,-7,0,-13,4,-18,7,-24,8,-30,9,-34,9,-36,9,-37,9,-37,9,-36,9,-33,10,-29,11,-23,12,-18,13,-12,15,-6,16,-2,18,3,19,6,20,9,20,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-9,-10,-8,-10,-8,-9,-7,-7,-7,-4,-5,-1,-3,1,0,4,4,7,7,9,11,10,14,11,16,10,17,9,16,6,15,3,12,-1,7,-4,1,-6,-6,-7,-13,-8,-20,-7,-27,-6,-33,-3,-36,0,-39,2]"
CSI_DATA,102,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4542031,0,83,0,128,1,"[83,-80,4,0,-3,-27,-3,-22,-1,-16,2,-10,5,-5,10,0,15,4,20,7,24,9,28,10,30,11,31,11,31,11,29,11,27,11,23,11,18,11,13,12,8,13,3,13,-1,15,-4,16,-8,17,-10,17,-12,17,-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,9,-6,9,-6,8,-6,6,-6,4,-5,1,-4,-2,-2,-5,0,-7,2,-10,5,-11,8,-11,11,-11,12,-10,14,-8,14,-5,12,-2,9,1,6,4,1,6,-4,7,-10,7,-17,7,-22,5,-28,3,-32,2,-35]"
CSI_DATA,103,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4551383,0,83,0,128,1,"[83,-80,4,0,6,-31,5,-25,5,-18,6,-10,8,-3,11,4,14,10,19,15,23,19,26,20,29,21,30,22,30,22,29,21,26,20,21,19,16,18,11,17,5,17,0,16,-5,16,-10,16,-14,16,-17,16,-19,15,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,12,-2,12,-3,10,-3,8,-4,6,-4,3,-4,-1,-3,-5,-2,-9,0,-12,2,-15,5,-17,7,-17,9,-16,11,-13,12,-10,12,-6,10,-1,8,4,3,8,-2,11,-9,14,-15,15,-22,15,-28,14,-33,13,-35]"
CSI_DATA,104,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4561502,0,83,0,128,1,"[83,-80,4,0,26,-14,21,-12,16,-8,11,-3,7,4,3,11,1,18,-1,24,-1,30,-1,34,0,36,0,37,0,37,0,36,-2,33,-3,28,-5,24,-8,19,-11,14,-14,9,-17,5,-19,1,-21,-1,-23,-4,-24,-6,-6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,7,10,6,10,5,9,3,7,1,5,-1,2,-3,-2,-5,-6,-6,-11,-7,-14,-6,-17,-6,-19,-5,-19,-3,-18,-1,-16,1,-12,3,-6,5,0,5,6,5,13,2,19,0,25,-3,30,-7,34,-11,35,-14]"
CSI_DATA,105,60:83:e7:28:84:44,-66,11,1,6,0,0,1,0,0,0,0,-96,0,10,0,4571315,0,83,0,128,1,"[83,-80,4,0,-7,-30,-6,-25,-3,-18,1,-12,6,-6,12,-2,17,2,23,4,29,5,33,6,36,6,37,6,37,6,35,6,32,6,28,7,23,9,18,10,12,12,7,15,3,17,-1,19,-4,21,-7,22,-9,22,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,10,-7,10,-7,8,-8,6,-8,4,-7,1,-5,-2,-3,-5,0,-7,4,-10,7,-11,11,-11,13,-11,15,-9,16,-6,16,-3,15,0,12,2,7,4,1,6,-6,6,-13,6,-20,4,-26,1,-32,-2,-36,-4,-38]"
