index,rssi,amplitudes,phases
0,-54,"[np.float64(46.09772228646444), np.float64(42.15447781671598), np.float64(37.69615364994153), np.float64(31.016124838541646), np.float64(22.847319317591726), np.float64(14.7648230602334), np.float64(8.602325267042627), np.float64(8.54400374531753), np.float64(14.866068747318506), np.float64(20.808652046684813), np.float64(27.459060435491963), np.float64(33.015148038438355), np.float64(36.40054944640259), np.float64(38.948684188300895), np.float64(38.897300677553446), np.float64(37.64306044943742), np.float64(34.40930106817051), np.float64(30.886890422961002), np.float64(25.495097567963924), np.float64(19.313207915827967), np.float64(13.92838827718412), np.float64(7.615773105863909), np.float64(3.1622776601683795), np.float64(5.656854249492381), np.float64(9.433981132056603), np.float64(2.8284271247461903), np.float64(11.40175425099138), np.float64(10.770329614269007), np.float64(9.433981132056603), np.float64(9.219544457292887), np.float64(9.486832980505138), np.float64(12.041594578792296), np.float64(15.033296378372908), np.float64(18.24828759089466), np.float64(22.360679774997898), np.float64(25.317977802344327), np.float64(28.284271247461902), np.float64(30.265491900843113), np.float64(30.14962686336267), np.float64(29.068883707497267), np.float64(27.073972741361768), np.float64(24.08318915758459), np.float64(20.223748416156685), np.float64(15.524174696260024), np.float64(11.40175425099138), np.float64(9.486832980505138), np.float64(13.601470508735444), np.float64(20.591260281974), np.float64(27.459060435491963), np.float64(35.22782990761707), np.float64(41.88078318274385), np.float64(46.32493928760188)]","[np.float64(1.9956284897142391), np.float64(1.9601130486280374), np.float64(1.9513027039072615), np.float64(1.9333405640594041), np.float64(1.97568811307998), np.float64(2.0647376957144776), np.float64(2.5213431676069717), np.float64(-2.782821983319221), np.float64(-2.3086113869153615), np.float64(-2.185459278717062), np.float64(-2.1486982637571423), np.float64(-2.184003675669406), np.float64(-2.2197918857913974), np.float64(-2.301703033951614), np.float64(-2.3743743052653232), np.float64(-2.450255724820331), np.float64(-2.5213431676069717), np.float64(-2.6344941491974563), np.float64(-2.6954871046463897), np.float64(-2.770701364777131), np.float64(-2.774418819771574), np.float64(-2.7367008673047097), np.float64(-1.892546881191539), np.float64(-0.7853981633974483), np.float64(-0.5585993153435624), np.float64(-0.7853981633974483), np.float64(-1.3045442776439713), np.float64(-1.1902899496825317), np.float64(-1.0121970114513341), np.float64(-0.7086262721276703), np.float64(-0.3217505543966422), np.float64(-0.08314123188844123), np.float64(0.06656816377582381), np.float64(0.16514867741462683), np.float64(0.17985349979247828), np.float64(0.1586552621864014), np.float64(0.14189705460416394), np.float64(0.13255153229667402), np.float64(0.09966865249116202), np.float64(0.0688564893010446), np.float64(0.07393903765794034), np.float64(0.08314123188844123), np.float64(0.14888994760949725), np.float64(0.260602391747341), np.float64(0.6610431688506869), np.float64(1.2490457723982544), np.float64(1.8692952583810758), np.float64(2.0778948311872334), np.float64(2.1486982637571423), np.float64(2.174545660192333), np.float64(2.1521765105997965), np.float64(2.140836790494607)]"
1,-54,"[np.float64(48.05205510693585), np.float64(43.174066289845804), np.float64(38.07886552931954), np.float64(31.04834939252005), np.float64(23.53720459187964), np.float64(15.132745950421556), np.float64(9.486832980505138), np.float64(8.246211251235321), np.float64(14.317821063276353), np.float64(21.18962010041709), np.float64(26.92582403567252), np.float64(31.953090617340916), np.float64(35.73513677041127), np.float64(38.3275357934736), np.float64(38.63935817272331), np.float64(37.21558813185679), np.float64(34.0147027033899), np.float64(30.01666203960727), np.float64(25.179356624028344), np.float64(19.4164878389476), np.float64(13.341664064126334), np.float64(8.06225774829855), np.float64(3.1622776601683795), np.float64(5.385164807134504), np.float64(8.06225774829855), np.float64(2.23606797749979), np.float64(10.816653826391969), np.float64(9.848857801796104), np.float64(8.246211251235321), np.float64(8.06225774829855), np.float64(9.433981132056603), np.float64(12.041594578792296), np.float64(15.0), np.float64(18.867962264113206), np.float64(22.47220505424423), np.float64(26.076809620810597), np.float64(28.30194339616981), np.float64(29.410882339705484), np.float64(29.410882339705484), np.float64(28.600699292150182), np.float64(27.202941017470888), np.float64(23.600847442411894), np.float64(19.72308292331602), np.float64(14.866068747318506), np.float64(11.0), np.float64(10.0), np.float64(14.317821063276353), np.float64(21.37755832643195), np.float64(28.160255680657446), np.float64(35.12833614050059), np.float64(41.19465984809196), np.float64(45.27692569068709)]","[np.float64(2.9319528077155805), np.float64(2.907849472720892), np.float64(2.9029833310815922), np.float64(2.8809902618424523), np.float64(2.9275319700259717), np.float64(3.0090411212931194), np.float64(-2.819842099193151), np.float64(-1.8157749899217608), np.float64(-1.35970299357215), np.float64(-1.2341215074081695), np.float64(-1.1902899496825317), np.float64(-1.219351532791345), np.float64(-1.2578950989145121), np.float64(-1.3068326031691921), np.float64(-1.3886280163221332), np.float64(-1.463106455962076), np.float64(-1.5413930385908916), np.float64(-1.6041173226731438), np.float64(-1.690225252813235), np.float64(-1.7782925532300993), np.float64(-1.7975951748487824), np.float64(-1.695151321341658), np.float64(-1.2490457723982544), np.float64(0.3805063771123649), np.float64(0.5191461142465229), np.float64(0.4636476090008061), np.float64(-0.5880026035475675), np.float64(-0.4182243295792291), np.float64(-0.24497866312686414), np.float64(0.12435499454676144), np.float64(0.5585993153435624), np.float64(0.7266423406817256), np.float64(0.9272952180016122), np.float64(1.0121970114513341), np.float64(1.0074800653029286), np.float64(1.0040671092713902), np.float64(1.0121970114513341), np.float64(0.9544993893988254), np.float64(0.9544993893988254), np.float64(0.9342881110069455), np.float64(0.9420000403794636), np.float64(0.9357695914045828), np.float64(1.039072259536091), np.float64(1.2277723863741932), np.float64(1.5707963267948966), np.float64(2.214297435588181), np.float64(2.7091848780192556), np.float64(2.9533711482850227), np.float64(3.0348569809406576), np.float64(3.0560873599115888), np.float64(3.0443394553382275), np.float64(3.0309354324158977)]"
2,-54,"[np.float64(48.27007354458868), np.float64(44.384682042344295), np.float64(38.600518131237564), np.float64(31.32091952673165), np.float64(23.769728648009426), np.float64(16.278820596099706), np.float64(9.219544457292887), np.float64(7.615773105863909), np.float64(13.152946437965905), np.float64(19.924858845171276), np.float64(26.248809496813376), np.float64(31.622776601683793), np.float64(35.4400902933387), np.float64(37.8549864614954), np.float64(38.3275357934736), np.float64(37.05401462729781), np.float64(34.0147027033899), np.float64(30.14962686336267), np.float64(24.331050121192877), np.float64(18.681541692269406), np.float64(12.649110640673518), np.float64(7.280109889280518), np.float64(2.23606797749979), np.float64(5.385164807134504), np.float64(8.602325267042627), np.float64(2.8284271247461903), np.float64(10.770329614269007), np.float64(9.219544457292887), np.float64(8.0), np.float64(8.54400374531753), np.float64(10.0), np.float64(12.806248474865697), np.float64(16.1245154965971), np.float64(20.12461179749811), np.float64(23.259406699226016), np.float64(26.832815729997478), np.float64(29.5296461204668), np.float64(30.886890422961002), np.float64(31.38470965295043), np.float64(30.528675044947494), np.float64(28.30194339616981), np.float64(25.553864678361276), np.float64(21.02379604162864), np.float64(15.811388300841896), np.float64(12.0), np.float64(10.816653826391969), np.float64(14.7648230602334), np.float64(21.37755832643195), np.float64(28.160255680657446), np.float64(36.124783736376884), np.float64(42.190046219457976), np.float64(46.2709412050371)]","[np.float64(-1.8007007549268013), np.float64(-1.8212394164062484), np.float64(-1.859771736787463), np.float64(-1.8622531212727638), np.float64(-1.825978717415715), np.float64(-1.7561442767905915), np.float64(-1.3521273809209546), np.float64(-0.40489178628508343), np.float64(0.15264932839526515), np.float64(0.30587887140485215), np.float64(0.3097029445424562), np.float64(0.3217505543966422), np.float64(0.2860514417173182), np.float64(0.21293834957939714), np.float64(0.13082739607405697), np.float64(0.05400150037596829), np.float64(-0.029403288204005115), np.float64(-0.09966865249116202), np.float64(-0.16514867741462683), np.float64(-0.27094685033842053), np.float64(-0.3217505543966422), np.float64(-0.27829965900511133), np.float64(0.4636476090008061), np.float64(1.9513027039072615), np.float64(2.191045812777718), np.float64(2.356194490192345), np.float64(1.1902899496825317), np.float64(1.3521273809209546), np.float64(1.5707963267948966), np.float64(1.9295669970654687), np.float64(2.214297435588181), np.float64(2.4668517113662407), np.float64(2.62244653934327), np.float64(2.677945044588987), np.float64(2.6971734436886945), np.float64(2.677945044588987), np.float64(2.647651284670212), np.float64(2.6344941491974563), np.float64(2.6066375798036967), np.float64(2.5899376710612465), np.float64(2.5829933382462307), np.float64(2.6078844619505315), np.float64(2.6992184306130484), np.float64(2.819842099193151), np.float64(3.141592653589793), np.float64(-2.5535900500422257), np.float64(-2.0647376957144776), np.float64(-1.7590178320996674), np.float64(-1.6775319994440323), np.float64(-1.6539375586833378), np.float64(-1.6657480331376529), np.float64(-1.6790669176553528)]"
3,-54,"[np.float64(48.093658625644196), np.float64(44.01136216933077), np.float64(38.0), np.float64(31.0), np.float64(23.021728866442675), np.float64(15.132745950421556), np.float64(8.06225774829855), np.float64(8.0), np.float64(13.892443989449804), np.float64(20.0), np.float64(26.248809496813376), np.float64(31.240998703626616), np.float64(35.0), np.float64(36.89173349139343), np.float64(37.589892258425), np.float64(36.24913792078372), np.float64(33.83784863137726), np.float64(29.120439557122072), np.float64(24.515301344262525), np.float64(18.110770276274835), np.float64(12.041594578792296), np.float64(6.082762530298219), np.float64(2.23606797749979), np.float64(5.656854249492381), np.float64(10.0), np.float64(3.1622776601683795), np.float64(11.180339887498949), np.float64(10.04987562112089), np.float64(8.06225774829855), np.float64(8.06225774829855), np.float64(9.219544457292887), np.float64(12.529964086141668), np.float64(15.811388300841896), np.float64(19.924858845171276), np.float64(22.80350850198276), np.float64(26.92582403567252), np.float64(29.120439557122072), np.float64(30.364452901377952), np.float64(30.675723300355934), np.float64(29.732137494637012), np.float64(27.51363298439521), np.float64(25.0), np.float64(20.615528128088304), np.float64(16.0312195418814), np.float64(12.36931687685298), np.float64(10.63014581273465), np.float64(14.317821063276353), np.float64(21.02379604162864), np.float64(28.284271247461902), np.float64(35.510561809129406), np.float64(41.773197148410844), np.float64(45.70557952810576)]","[np.float64(-1.5083775167989393), np.float64(-1.5480729659532555), np.float64(-1.5707963267948966), np.float64(-1.5707963267948966), np.float64(-1.5273454314033659), np.float64(-1.4382447944982226), np.float64(-1.0516502125483738), np.float64(0.0), np.float64(0.5280744484263596), np.float64(0.6435011087932844), np.float64(0.7044940642422177), np.float64(0.6947382761967031), np.float64(0.6435011087932844), np.float64(0.5729661428887062), np.float64(0.4993467216801301), np.float64(0.4266274931268761), np.float64(0.3310960767041321), np.float64(0.27829965900511133), np.float64(0.20539538918976738), np.float64(0.11065722117389565), np.float64(0.08314123188844123), np.float64(0.16514867741462683), np.float64(1.1071487177940904), np.float64(2.356194490192345), np.float64(2.498091544796509), np.float64(2.819842099193151), np.float64(1.3909428270024184), np.float64(1.4711276743037347), np.float64(1.695151321341658), np.float64(2.0899424410414196), np.float64(2.432966381462123), np.float64(2.642245931909663), np.float64(2.819842099193151), np.float64(2.835713782184941), np.float64(2.875340604438868), np.float64(2.8785979219088738), np.float64(2.8632929945846817), np.float64(2.840672419229368), np.float64(2.8095331860469077), np.float64(2.79856871316909), np.float64(2.8083483524781205), np.float64(2.8577985443814655), np.float64(2.896613990462929), np.float64(3.079173843593836), np.float64(-2.896613990462929), np.float64(-2.289626326416521), np.float64(-1.7818896600176433), np.float64(-1.5232132235179132), np.float64(-1.4288992721907328), np.float64(-1.4010180528265581), np.float64(-1.378095568132511), np.float64(-1.3948567013423687)]"
4,-54,"[np.float64(46.69047011971501), np.float64(42.42640687119285), np.float64(37.33630940518894), np.float64(30.265491900843113), np.float64(22.20360331117452), np.float64(14.560219778561036), np.float64(7.810249675906654), np.float64(8.246211251235321), np.float64(14.212670403551895), np.float64(20.518284528683193), np.float64(26.90724809414742), np.float64(31.144823004794873), np.float64(35.35533905932738), np.float64(38.28837943815329), np.float64(38.600518131237564), np.float64(37.73592452822641), np.float64(34.0), np.float64(29.546573405388315), np.float64(24.351591323771842), np.float64(18.681541692269406), np.float64(12.36931687685298), np.float64(6.708203932499369), np.float64(3.0), np.float64(6.4031242374328485), np.float64(10.0), np.float64(3.605551275463989), np.float64(12.0), np.float64(11.045361017187261), np.float64(9.486832980505138), np.float64(9.433981132056603), np.float64(11.40175425099138), np.float64(13.0), np.float64(16.492422502470642), np.float64(20.396078054371138), np.float64(23.345235059857504), np.float64(27.459060435491963), np.float64(29.427877939124322), np.float64(30.59411708155671), np.float64(30.805843601498726), np.float64(29.832867780352597), np.float64(27.892651361962706), np.float64(25.495097567963924), np.float64(21.213203435596427), np.float64(16.0), np.float64(11.40175425099138), np.float64(10.63014581273465), np.float64(13.152946437965905), np.float64(20.223748416156685), np.float64(26.92582403567252), np.float64(34.785054261852174), np.float64(41.10960958218893), np.float64(43.965895873961216)]","[np.float64(0.17219081452293902), np.float64(0.14189705460416394), np.float64(0.1343214419529685), np.float64(0.13255153229667402), np.float64(0.13552771398550073), np.float64(0.27829965900511133), np.float64(0.6947382761967031), np.float64(1.8157749899217608), np.float64(2.256525837701183), np.float64(2.390663591191853), np.float64(2.408777551803287), np.float64(2.401617769613922), np.float64(2.356194490192345), np.float64(2.2822554525344048), np.float64(2.2091161348039425), np.float64(2.129395642138459), np.float64(2.060753653048625), np.float64(1.9890206563741257), np.float64(1.9055331641117113), np.float64(1.8417431771333173), np.float64(1.8157749899217608), np.float64(2.0344439357957027), np.float64(3.141592653589793), np.float64(-2.2455372690184494), np.float64(-2.214297435588181), np.float64(-2.158798930342464), np.float64(3.141592653589793), np.float64(-3.050932766389048), np.float64(-2.819842099193151), np.float64(-2.5829933382462307), np.float64(-2.2318394956455836), np.float64(-1.965587446494658), np.float64(-1.8157749899217608), np.float64(-1.7681918866447774), np.float64(-1.7429871413178357), np.float64(-1.7539071440573808), np.float64(-1.7415315382701795), np.float64(-1.7681918866447774), np.float64(-1.800028260071892), np.float64(-1.8076450877418169), np.float64(-1.8244704229335393), np.float64(-1.7681918866447774), np.float64(-1.7126933813990606), np.float64(-1.5707963267948966), np.float64(-1.3045442776439713), np.float64(-0.7188299996216245), np.float64(-0.15264932839526515), np.float64(0.14888994760949725), np.float64(0.2629947316809195), np.float64(0.3217505543966422), np.float64(0.3217505543966422), np.float64(0.300171170830112)]"
5,-54,"[np.float64(45.79301256742124), np.float64(41.88078318274385), np.float64(36.61966684720111), np.float64(30.23243291566195), np.float64(22.47220505424423), np.float64(14.317821063276353), np.float64(8.0), np.float64(8.06225774829855), np.float64(14.035668847618199), np.float64(21.02379604162864), np.float64(27.018512172212592), np.float64(32.01562118716424), np.float64(36.013886210738214), np.float64(38.2099463490856), np.float64(38.63935817272331), np.float64(37.36308338453881), np.float64(33.83784863137726), np.float64(29.546573405388315), np.float64(25.059928172283335), np.float64(18.867962264113206), np.float64(13.038404810405298), np.float64(7.615773105863909), np.float64(3.1622776601683795), np.float64(6.082762530298219), np.float64(10.0), np.float64(3.0), np.float64(12.041594578792296), np.float64(10.816653826391969), np.float64(9.848857801796104), np.float64(9.055385138137417), np.float64(10.44030650891055), np.float64(12.529964086141668), np.float64(15.620499351813308), np.float64(19.1049731745428), np.float64(23.345235059857504), np.float64(26.1725046566048), np.float64(29.068883707497267), np.float64(30.479501308256342), np.float64(31.240998703626616), np.float64(29.832867780352597), np.float64(27.80287754891569), np.float64(24.20743687382041), np.float64(20.615528128088304), np.float64(15.620499351813308), np.float64(10.770329614269007), np.float64(10.44030650891055), np.float64(13.45362404707371), np.float64(20.12461179749811), np.float64(27.313000567495326), np.float64(34.539832078341085), np.float64(41.23105625617661), np.float64(45.31004303683677)]","[np.float64(1.0191413442663497), np.float64(0.9894161429899969), np.float64(0.960070362405688), np.float64(0.973619668702219), np.float64(1.0074800653029286), np.float64(1.1383885512243588), np.float64(1.5707963267948966), np.float64(2.62244653934327), np.float64(3.070285188804503), np.float64(-3.0940095503128098), np.float64(-3.104572537715863), np.float64(-3.110352820159525), np.float64(3.113822016996372), np.float64(3.036715714859559), np.float64(2.9594243431170297), np.float64(2.8706458032513726), np.float64(2.810496576885661), np.float64(2.723368324010564), np.float64(2.642245931909663), np.float64(2.5829933382462307), np.float64(2.5748634360662868), np.float64(2.7367008673047097), np.float64(-2.819842099193151), np.float64(-1.7359450042095235), np.float64(-1.5707963267948966), np.float64(-1.5707963267948966), np.float64(-2.297438667476622), np.float64(-2.158798930342464), np.float64(-1.9890206563741257), np.float64(-1.6814535479687922), np.float64(-1.2793395323170296), np.float64(-1.0714496051147666), np.float64(-0.8760580505981934), np.float64(-0.8224182792713783), np.float64(-0.8156919233162234), np.float64(-0.8124186125847132), np.float64(-0.8584387287005676), np.float64(-0.8550527371260165), np.float64(-0.8760580505981934), np.float64(-0.8803498697402047), np.float64(-0.9129077216126865), np.float64(-0.9025069079643125), np.float64(-0.8884797719201485), np.float64(-0.6947382761967031), np.float64(-0.3805063771123649), np.float64(0.2914567944778671), np.float64(0.83798122500839), np.float64(1.1071487177940904), np.float64(1.1562894522101106), np.float64(1.1849136573968229), np.float64(1.1722738811284763), np.float64(1.1861916119726832)]"
6,-54,"[np.float64(46.010868281309364), np.float64(41.86884283091664), np.float64(36.87817782917155), np.float64(29.832867780352597), np.float64(22.67156809750927), np.float64(14.866068747318506), np.float64(8.246211251235321), np.float64(8.48528137423857), np.float64(13.92838827718412), np.float64(21.587033144922902), np.float64(27.459060435491963), np.float64(31.575306807693888), np.float64(36.138621999185304), np.float64(38.897300677553446), np.float64(38.62641583165593), np.float64(37.57658845611187), np.float64(34.48187929913333), np.float64(30.23243291566195), np.float64(25.0), np.float64(19.209372712298546), np.float64(13.45362404707371), np.float64(7.211102550927978), np.float64(3.1622776601683795), np.float64(6.324555320336759), np.float64(10.04987562112089), np.float64(3.1622776601683795), np.float64(12.083045973594572), np.float64(10.816653826391969), np.float64(9.899494936611665), np.float64(8.94427190999916), np.float64(10.04987562112089), np.float64(13.038404810405298), np.float64(16.492422502470642), np.float64(20.248456731316587), np.float64(23.40939982143925), np.float64(26.570660511172846), np.float64(29.732137494637012), np.float64(31.622776601683793), np.float64(30.364452901377952), np.float64(30.364452901377952), np.float64(28.160255680657446), np.float64(25.298221281347036), np.float64(20.615528128088304), np.float64(16.1245154965971), np.float64(12.041594578792296), np.float64(10.04987562112089), np.float64(13.416407864998739), np.float64(19.849433241279208), np.float64(26.90724809414742), np.float64(34.713109915419565), np.float64(40.36087214122113), np.float64(43.93176527297759)]","[np.float64(0.7392770473829371), np.float64(0.7008544078844502), np.float64(0.7086262721276703), np.float64(0.690446457054692), np.float64(0.722979353401491), np.float64(0.8329812666744317), np.float64(1.3258176636680326), np.float64(2.356194490192345), np.float64(2.774418819771574), np.float64(2.907849472720892), np.float64(2.958481836327309), np.float64(2.9504081939927786), np.float64(2.8899026818316065), np.float64(2.827972001373095), np.float64(2.770701364777131), np.float64(2.701750070774057), np.float64(2.6260436461308143), np.float64(2.5444159954971157), np.float64(2.498091544796509), np.float64(2.4668517113662407), np.float64(2.408777551803287), np.float64(2.5535900500422257), np.float64(-2.819842099193151), np.float64(-1.892546881191539), np.float64(-1.6704649792860586), np.float64(-1.892546881191539), np.float64(-2.714965160462917), np.float64(-2.5535900500422257), np.float64(-2.356194490192345), np.float64(-2.0344439357957027), np.float64(-1.6704649792860586), np.float64(-1.4940244355251187), np.float64(-1.3258176636680326), np.float64(-1.217805938967986), np.float64(-1.2220253232109897), np.float64(-1.2252407462131845), np.float64(-1.2277723863741932), np.float64(-1.2490457723982544), np.float64(-1.2698760924344714), np.float64(-1.2698760924344714), np.float64(-1.2827408797442708), np.float64(-1.2490457723982544), np.float64(-1.1722738811284763), np.float64(-1.0516502125483738), np.float64(-0.7266423406817256), np.float64(-0.09966865249116202), np.float64(0.4636476090008061), np.float64(0.714090698612158), np.float64(0.83798122500839), np.float64(0.8465463260467495), np.float64(0.83798122500839), np.float64(0.8498250028230019)]"
7,-54,"[np.float64(47.51841748206689), np.float64(43.73785545725808), np.float64(37.8549864614954), np.float64(30.59411708155671), np.float64(23.345235059857504), np.float64(16.0312195418814), np.float64(8.54400374531753), np.float64(8.246211251235321), np.float64(13.601470508735444), np.float64(19.697715603592208), np.float64(25.942243542145693), np.float64(31.304951684997057), np.float64(34.92849839314596), np.float64(37.0), np.float64(38.3275357934736), np.float64(36.6742416417845), np.float64(33.13608305156178), np.float64(29.0), np.float64(24.08318915758459), np.float64(18.24828759089466), np.float64(12.165525060596439), np.float64(7.0710678118654755), np.float64(1.4142135623730951), np.float64(5.830951894845301), np.float64(9.219544457292887), np.float64(2.8284271247461903), np.float64(10.770329614269007), np.float64(9.219544457292887), np.float64(8.0), np.float64(8.54400374531753), np.float64(9.219544457292887), np.float64(12.806248474865697), np.float64(16.1245154965971), np.float64(20.12461179749811), np.float64(23.259406699226016), np.float64(26.40075756488817), np.float64(29.068883707497267), np.float64(30.4138126514911), np.float64(30.886890422961002), np.float64(30.01666203960727), np.float64(28.178005607210743), np.float64(24.596747752497688), np.float64(21.02379604162864), np.float64(16.492422502470642), np.float64(12.041594578792296), np.float64(11.40175425099138), np.float64(15.231546211727817), np.float64(21.213203435596427), np.float64(28.0178514522438), np.float64(35.0), np.float64(41.0), np.float64(45.0111097397076)]","[np.float64(-1.7186456920536521), np.float64(-1.7547397833320717), np.float64(-1.7837346763742938), np.float64(-1.7681918866447774), np.float64(-1.7429871413178357), np.float64(-1.633215136790854), np.float64(-1.2120256565243244), np.float64(-0.24497866312686414), np.float64(0.2984989315861793), np.float64(0.4182243295792291), np.float64(0.48088728019533583), np.float64(0.4636476090008061), np.float64(0.4124104415973873), np.float64(0.33029735482925365), np.float64(0.2639637236257046), np.float64(0.1920480172407301), np.float64(0.09065988720074511), np.float64(0.0), np.float64(-0.08314123188844123), np.float64(-0.16514867741462683), np.float64(-0.16514867741462683), np.float64(-0.14189705460416394), np.float64(0.7853981633974483), np.float64(2.1112158270654806), np.float64(2.279422598922567), np.float64(2.356194490192345), np.float64(1.1902899496825317), np.float64(1.3521273809209546), np.float64(1.5707963267948966), np.float64(1.9295669970654687), np.float64(2.279422598922567), np.float64(2.4668517113662407), np.float64(2.62244653934327), np.float64(2.677945044588987), np.float64(2.6971734436886945), np.float64(2.711830374493105), np.float64(2.677945044588987), np.float64(2.6632402222111358), np.float64(2.6344941491974563), np.float64(2.618314331457818), np.float64(2.662073361597197), np.float64(2.677945044588987), np.float64(2.6992184306130484), np.float64(2.896613990462929), np.float64(-3.058451421701352), np.float64(-2.4805494847391065), np.float64(-1.97568811307998), np.float64(-1.7126933813990606), np.float64(-1.6064954394742206), np.float64(-1.5707963267948966), np.float64(-1.5707963267948966), np.float64(-1.5930148921216156)]"
8,-54,"[np.float64(47.01063709417264), np.float64(43.56604182158393), np.float64(38.27531841800928), np.float64(31.622776601683793), np.float64(23.021728866442675), np.float64(15.652475842498529), np.float64(9.055385138137417), np.float64(7.810249675906654), np.float64(13.038404810405298), np.float64(19.026297590440446), np.float64(25.079872407968907), np.float64(31.064449134018133), np.float64(35.0), np.float64(37.05401462729781), np.float64(37.33630940518894), np.float64(36.6742416417845), np.float64(33.24154027718932), np.float64(28.792360097775937), np.float64(24.166091947189145), np.float64(18.35755975068582), np.float64(13.038404810405298), np.float64(6.708203932499369), np.float64(2.23606797749979), np.float64(5.0990195135927845), np.float64(8.54400374531753), np.float64(2.23606797749979), np.float64(10.63014581273465), np.float64(9.219544457292887), np.float64(7.615773105863909), np.float64(8.06225774829855), np.float64(9.486832980505138), np.float64(11.661903789690601), np.float64(15.0), np.float64(19.1049731745428), np.float64(22.67156809750927), np.float64(25.495097567963924), np.float64(29.068883707497267), np.float64(29.832867780352597), np.float64(30.610455730027933), np.float64(29.206163733020468), np.float64(27.018512172212592), np.float64(24.20743687382041), np.float64(20.518284528683193), np.float64(15.620499351813308), np.float64(11.704699910719626), np.float64(10.44030650891055), np.float64(14.866068747318506), np.float64(20.591260281974), np.float64(27.730849247724095), np.float64(34.92849839314596), np.float64(41.6293165929973), np.float64(45.617978911828175)]","[np.float64(-2.082027039072686), np.float64(-2.1269625569153496), np.float64(-2.151552680362567), np.float64(-2.1763409903998667), np.float64(-2.17084654019665), np.float64(-2.0344439357957027), np.float64(-1.6814535479687922), np.float64(-0.6947382761967031), np.float64(-0.07677189126977804), np.float64(0.05258306161094172), np.float64(0.07982998571223732), np.float64(0.06442683942555355), np.float64(0.0), np.float64(-0.05400150037596829), np.float64(-0.1343214419529685), np.float64(-0.1920480172407301), np.float64(-0.2741674511196588), np.float64(-0.35470565201094034), np.float64(-0.4266274931268761), np.float64(-0.5123894603107377), np.float64(-0.5667292175235064), np.float64(-0.4636476090008061), np.float64(0.4636476090008061), np.float64(1.7681918866447774), np.float64(1.9295669970654687), np.float64(2.0344439357957027), np.float64(0.7188299996216245), np.float64(0.8621700546672264), np.float64(1.1659045405098132), np.float64(1.446441332248135), np.float64(1.892546881191539), np.float64(2.1112158270654806), np.float64(2.214297435588181), np.float64(2.3191743743184148), np.float64(2.293775680196388), np.float64(2.300695984946628), np.float64(2.2831539248892256), np.float64(2.2612427838495885), np.float64(2.2404352724715344), np.float64(2.234842489621581), np.float64(2.251317551462111), np.float64(2.2390857456254807), np.float64(2.321725389192837), np.float64(2.44685437739309), np.float64(2.7928216500058864), np.float64(-2.8501358591119264), np.float64(-2.3086113869153615), np.float64(-2.0778948311872334), np.float64(-2.0183163019520665), np.float64(-1.9832067683922838), np.float64(-1.9914596759279317), np.float64(-2.0246403283164067)]"
